,Unnamed: 0,sentiment,review,emopattern,emoscore
2202807,2202807,-1,"the people responsible for this have scraped the bottom of the barrell on this ...!granted,this is a work of fiction and im willing to accept the unbelievable.BUT COME ON NOW!!...HOW IN THE WORLD DID JASON BECOME A KID AGAIN??...to be honest,this series,for me atleast,died after part 4.part 4 was ok considering ....but it is immensly superior to all that follow.jasons resurrections become more hysterical each time around.a lightning struck pole to his chest while in a coffin!a psychic mistakenly awakens him from a lake!so on and so on.so now jason is in outer space on a ship full of teenagers.has hollywood no shame?",snnp,0.7531433
2403638,2403638,1,"Although I like the overall design, I have been encountering performance problems such as graphic details--the screen flashes in different sections with horizontal and vertical bars--and running problems such as the game tries to connect on the internet although I'm not playing on the internet, so it just shuts down.",sn,0.6827566
3398679,3398679,-1,Excellent and catchy song. Makes you want to hum it all day......can't wait to hear more.,spp,0.9861902
1031963,1031963,-1,"Panasonic has already replaced the motherboard once, and the phone(KXTG2570) is now inoperable again. It has been a frustrating experience. I had 12 years of flawless service from an ATT cordless phone, I'm going to purchase another to replace this Panasonic.",snnp,0.5665963
929022,929022,1,"This was really a neat little device. We used it non stop in the car during a recent two day trip, and it worked wonderfully. Normally my wife and I both get really dry nasal passages when we're in the car for extended periods, but this time, the personal cool mist humidifier prevented that discomfort. It's super quiet in the car, and lasted about 4 hours per fill. We tried it in the hotel as well, but for this purpose it definitely was inadequate. It simply can not keep up with that large of a space. However, in the confines of a vehicle, it was a godsend.",sppnpnnp,0.8393075
236105,236105,1,"The term ""Romances"" in the title refers to the style not the content of these stories. These are really fantastic adventures. There are a couple lengthly ones and some short ones, but most all of them are great reading. I would say that even if you don't find the legalistic/feud-based Icelandic sagas particularly appealing, these are a quite different. These seem much more like mythical stories, although the Norse gods play only a limited role in them. In some ways they are like Beowulf because they portray Norse dealing with fantastic creatures and magic. They would make great movies, but not really for children.",snpppppp,0.3901902
2254600,2254600,-1,"How disappointing. The story is rushed and disjointed, trying to fit way too much material into the time allowed. Since I had read the books, at least I knew what the story was supposed to be. If you didn't read them, then forget about it.The only positives I can mention are that the movie is nice, appearance-wise, and the armored-bears are kind of cool.The ending is abrupt and unsatisying. Of course, they are setting it up for a sequal but, considering how badly this movie was done, a sequal seems unlikely...Not recommended.",snnppn,0.8877537
1352163,1352163,1,"This is a fantastic rolling pin. It is heavy duty, with a very nice silicone finish. I gave it to my daughter-in-law for Christmas and she loved it.",sppp,0.9780176
942082,942082,1,Quick drying and easy to apply. The color was a little darker then pictured but I would buy again. First time using casein paint.,sppp,0.19494316
2329220,2329220,1,"This book was a selection from my temple's book club...did not know what to expect when I heard the title and was uttertly surprised once I cracked the cover and starting reading it...not exactly your zadie's fiction! Ms. Albert definitely has a gift with the pen, but while her recurring somewhat-sexually-repressed-Jewish-woman-in-quotidian-situation is written with some wit, the stories grow quickly tired and are reminiscent of a Larry David ""Curb Your Enthusiasm"" episode or a ""Sex in the City"" episode peppered with a bit of Judaica. Nevertheless, it's entertaining to read about 30-something women live life and be Jewish. Curious how the novel she is working on will read...Mazel Tov!",snnpp,0.7191026
868979,868979,-1,"This band is as irritatingly loud as Nirvana, and has too much twang--they should try to be more like modern country acts. SAve yourself the time, energy, and bank, and go buy yourself 10 tins of Altoids instead.",snn,0.2902361
2010134,2010134,-1,"This is just the DVD support disks for the textbook. I bought this thinking it was the text. While they will probably come in useful, its not what I thought it was.",spnn,0.62026954
1318281,1318281,-1,I COULDN'T EVEN FINISH THIS MOVIE BEFORE IT WENT INTO THE HAPPY TRASH. AS A MATTER OF FACT THE ACTING ALONE IS ENOUGH TO MAKE YOU HEAVE YOUR COOKIES. I WATCH ALOT OF INDIE FLICKS THIS ONE WINS THE PRIZE FOR WORST OF THE YEAR IF IT WON ANY AWARDS IT WAS FOR WORST FILM OF THE YEAR,snnn,0.81505585
3519155,3519155,1,"Gray Matter was a fantastic read, weaving together ethics, medicine, scientific discovery and learning disabilities in an engaging and page-turning manner. Braver kept me on the edge on my seat in a roller-coaster like ride of emotions. The characters are real, honest and believable in their struggles raising a learning-disabled child. This book forces you to hink, it is much deeper than most other thriller/sci-fi novels. There is a moral strain in this story that tugged at my own feelings towards such scientific progress. Gray Matter is a compelling commentary on the progress of modern medicine and genetic engineering.",sppppnp,0.8449061
